"
                            پنجره دوجداره UPVC و پنجره دوجداره اختصاصی، سقف کاذب، انواع توری و پیلیسه، حفاظ آکاردئونی آهنی، نرده حفاظ فرفروژه
                            
",علیرضا موسی خانی,44297316,09124246525-09367114140,منطقه 5,"
                           اشرفی اصفهانی، نرسیده به بلوار مرزداران، نبش کوچه محمدی   پلاک: 95 
                        ",,
"
                            جوراب (پخش جوراب)
                            
",مهرداد موقتیان,55638200,09123860436,منطقه 12,"
                           بازار بزرگ، بازار عباس آباد، بازار آل یاسین، بازار دروازه نو، سرای ابراهیمیان  پلاک: 4 
                        ",,
"
                            انواع پلاستیک، بلورجات و لوازم آشپزخانه 
                            
",محسن حاجی محمدی,22062471,,منطقه 2,"
                           شهرک غرب، بلوار فرحزادی، 18 متری مطهری  پلاک: 61 
                        ",,
"
                            امور مشترکین و دفتر پیشخوان
                            
",محمد سوهانی,33315465,,منطقه 14,"
                           خ پیروزی، خ شکوفه، نبش خ سیرجان  پلاک: 70 طبقه اول 
                        ",,
"
                            لوازم کمپرسور برودتی  - قطعات یدکی
                            
",زاون خان بابایی,77612361-77685387,09371161308,منطقه 12,"
                           سعدی شمالی - خ هدایت - نرسیده به سه راه سپهسالار   پلاک: 260 
                        ",,
"
                            طراحی و چاپ و صحافی آلبوم دیجیتال
                            
",جلیل دست فرد,33657418,,منطقه 15,"
                           افسریه-پل پنجم بلوار ابوذر - خ وحدت  پلاک: 85 
                        ",,
"
                            صنایع چوب
                            
",هادی کمالو,77450868,09102112852,منطقه 4,"
                           دلاوران، بین تکاوران و سراج  پلاک: 210 
                        ",,
"
                            صافکاری و نقاشی
                            
",حمید شیرمحمدی,33166785,09121006622,منطقه 15,"
                           اتوبان بسیج، روبروی قصرفیروزه 1، لاین کندرو، جنب تالار قصر صدف  پلاک: 586 
                        ",,
"
                            پزشکی قانونی
                            
",,65228889,,حومه تهران,"
                           شهريار، شهرك اداري، جنب دادگستري 
                        ",,
"
                            مراکز جراحی محدود
                            
",,884206686,,منطقه 7,"
                           خ مطهری- کوچه شهیدیوسفیان 
                        ",,
"
                            توزیع انواع باتری های ایرانی و خارجی و UPS، خدمات برق اتومبیل(کولر، دزدگیر، استارت، دینام، سیم کشی و...)
                            
",محمد فارسی جانی,66934784-66943504,09123750738,منطقه 6,"
                           انتهای بلوار کشاورز، خ دکتر قریب، پایین تراز نصرت، نبش کوچه عسگری  پلاک: 45 و 43 
                        ",,
"
                            قالبسازی
                            
",سینا پورصفار,77353821,,منطقه 4,"
                           تهرانپارس، خ جشنواره، خ نقدی، مجتمع صنعتی دنا  پلاک: 9/8 
                        ",,
"
                            تالار پذیرایی 
                            
",نادر جعفری,33431860-33431861,09123081988,منطقه 14,"
                           بزرگراه شهید محلاتی، چهارراه میثم، خیابان شاه ابادی جنوبی، تالار چهارباغ  
                        ",,
"
                            تولید وپخش پایه های پیاده جواهر
                            
",منوچهر الهی,55582098,09121213971,منطقه 12,"
                           خ 15خرداد،  پاساژ فروردین  طبقه دوم  پلاک: 2/7 
                        ",,
"
                            نمایندگی رسمی شرکت پشم شیشه 
                            
",جعفریان,33905408-33922537,,منطقه 12,"
                           بازار تهران - خ 15 خرداد - بعداز پامنار - نبش پاساژ ایران  پلاک: 421 
                        ",,
"
                            ماشین آلات کفاشی
                            
",نورالدین کوهپایه,55804270,,منطقه 12,"
                           خ خیام - پاچنار - روبروی بانک ملت   پلاک: 634 
                        ",,
"
                            سوپر مرغ، گوشت، ماهی و پروتئینی
                            
",ابوالفضل بیات,66937793,09363142510,منطقه 6,"
                           خ آزادی، ابتدای خ جمالزاده شمالی، روبروی کوچه اخوان  پلاک: 200 
                        ",,
"
                            واردات و پخش انواع اسباب بازيهاي ايراني ، خارجي ، فكري و انواع ماشينهاي فلزي و ماكت
                            
",یاسر زاهد,55574040,09126464931,منطقه 12,"
                           خیابان مولوی، بازار حضرتی   پلاک: 89 
                        ",,دارد
"
                            انواع فرش های دستبافت 
                            
",حکیمی فرد,55892223-55637900-(تلفن شیراز: 32224926-071) -09123145217,09128477517,منطقه 12,"
                           شعبه1:خ15خرداد-بازارکفاشها-بازارفرش رحیمیه2-پ45  شعبه2: بازارفرش سرای روحانی نو-پ26شعبه3: شیراز - بازار وکیل - راسته علاقه بندها  
                        ",,دارد
"
                            آزمایشگاه تشخیص طبی گلستان در سال ۱۳۸۲ تاسیس گردیده است.این آزمایشگاه سعی می کند که با بهره گیری از پرسنل با تجربه و آموزش دیده و با بکار گیری پیشرفته ترین تجهیزات و کیت های درجه یک موجود در ایران و با استفاده از روش های نوین آزمایشگاهی، بهترین نتایج را در اسرع وقت به مراجعین، بیماران و پزشکان محترم ارائه کند.ساعت کار : ۷ تا ۱۹طرف قرار داد با بیمه
                            
",مهندس هنگامه اصغرپور,56332938 - 56748727,,حومه تهران,"
                           جاده ساوه، شهر گلستان، بلوار اصلی گلستان  پلاک: 242 طبقه همکف واحد 1
                        ",دارد,
"
                            لباس عروس و لباس های نامزدی شب با جدیدترین متد
                            
",مسلم براتی,55740218,,منطقه 17,"
                           خ قزوین، بازار امام زاده حسن پاساژ امین الملک طبقه همکف  پلاک: 22 
                        ",,دارد
"
                            بیمارستان
                            
",,22403838-22401935,,منطقه 1,"
                           چمران- اوین- جنب دانشگاه علوم پزشکی شهید بهشتی-  
                        ",,
"
                            توزیع  چسب , پخش چسب , مشاوره در انتخاب چسب ,چسب دوطرفه تسا , ساخت  تخصصی چسب  توسط کارشناس ارشد پلیمر ,فروش چسب ,پلی اورتان , سیلیکون , آکریلیک ,لاکتایت, آنیروبیک ,وینیل استات , اپوکسی یو وی و غیره
                            
",احسانی,76215159-76214942,,حومه تهران,"
                           منطقه صنعتی خرمدشت، خ سیاه سنگ، بین خ 4 و 5 خرمدشت  پلاک: 104 
                        ",,
"
                            خدمات آمبولانس ها و فوریتهای پزشکی
                            
",,66902769,,منطقه 6,"
                           آزادی- خیابان اوستا - نبش خیابان ارومیه شرقی - پلاک 21 - طبقه دوم 
                        ",,
"
                            طب سنتی - حجامت و زالو درمانی با کلیه لوازم بهداشتی و یکبار مصرف
                            
",دکتر امیررضا ثباتی,77680628-77680629,,منطقه 7,"
                           خ انقلاب - خ نامجو شمالی (گرگان) - بین انقلاب و چ معینیه  پلاک: 260 طبقه فوقانی داروخانه گرگان 
                        ",,
"
                            انواع فیلتر راهسازی 
                            
",امیر  تبریزی,55425177,,منطقه 11,"
                           خ قزوین - بین خ نادر خیری و پل نواب   پلاک: 533 
                        ",,
"
                            عرضه انواع لوازم التحریر
                            
",نادیا خسروگردی,77454623-09121505299,,منطقه 4,"
                           شمیران نو، میدان پاکدامن، خ غفاری جنوبی  پلاک: 141 
                        ",,
"
                            دوربین عکاسی و فیلمبرداری
                            
",سید احمد  جعفری نژاد,66475697,09121022620,منطقه 11,"
                           چهارراه ولیعصر، نرسیده به سه راه جمهوری، بر اصلی  پلاک: 938 
                        ",,
"
                            انبار 
                            
",شهاب پور,-,,منطقه 15,"
                           افسریه - خ مظاهر   پلاک: 66 
                        ",,
"
                            بورس ورق استیل، پانچ، مشبک، نسوز 304، 316 طرح دار، لوله و پروفیل
                            
",حسین زمردی نیا,33990053,09121132253,منطقه 12,"
                           پامنار، ساختمان مرمر  پلاک: 55 
                        ",,
"
                            مشاوره و صدور انواع بیمه نامه -بیمه عمر - سرمایه گذاری - حوادث -ثالث-بدنه- مسئولیت -مهندسی- آتش سوزی -باربری
                            
",حسن  وفادار,88663611-12 و 5-88190453 ,,منطقه 6,"
                           میدان آرژانتین- خ الوند- خ 35  پلاک: 7 طبقه همکف 
                        ",دارد,
"
                            بانک
                            
",,22905921,,منطقه 3,"
                           بلوار مير داماد جنب بانک مرکزي جمهوري اسلامي ايران پلاک 156 
                        ",,
"
                            مرکزپخش انواع لوازم گازسوزخانگی
                            
",حسین فضلی,55634147,,منطقه 12,"
                           بازار سرای قدسیه  پلاک: 8-9 طبقه فوقانی 
                        ",,
"
                            روزنامه ها
                            
",,88013873-4,,منطقه 6,"
                           خ فاطمی-میدان گلها-خیابان شهیدجهان آرا-کوچه بابک-پلاک36 
                        ",,
"
                            بورس ابزار و یراق آلات-پخش لولا نفت حدید سایزهای جور1-1/5-2-2/5-3-3/5-4، پخش جفت های حدید از سایز 3-7-12، پخش پایه های کابینت آلومینیوم براق و خش دار سایز های مختلف 6-8-10-12-14، پخش ابزار آلات دستی و برقی، پخش ابزار آلات تانوس، پخش پایه های  کابینت کبریتی 6-8-10-14
                            
",مهدی کردی و حمید نادری,66707517-66756127,,منطقه 12,"
                           امام خمینی-م حسن آباد کوچه شجاعی پاساژ همت آباد طبقه 2  پلاک: 40 
                        ",,
"
                            تراش ابزار 
                            
",علی حسن دوست,76217262-76217141,09125216447,حومه تهران,"
                           منطقه صنعتی خرمدشت، نرسیده به سیاه سنگ   پلاک: 320 
                        ",,
"
                            عرضه دستگاه تصفیه آب
                            
",داود اصفهانی,22589438,,منطقه 1,"
                           پاسداران - خ دولت - نرسیده به اولین چهارراه   پلاک: 48 
                        ",,
"
                            تابلو وآموزش نقاشی
                            
",محمدعلی  یزدچی,22720873,,منطقه 1,"
                           تجریش  پاساژ قائم طبقه 6  پلاک: 3147 
                        ",,
"
                            فروش انواع اسباب بازی وتعمیرات ماشین شارژی
                            
",سعید قیطانی,77153994,09390368014,منطقه 13,"
                           خ دماوند، 30 متری نیروی هوایی فلکه چهارگوش  پلاک: 247 
                        ",دارد,دارد
"
                            بورس انواع ساعت مچی 
                            
",محمد سلطانی,55803761,09121020102,منطقه 12,"
                           خ 15 خرداد - سرای امید - حیاط دوم  طبقه 4 - واحد 2 
                        ",,
"
                            آزمایشگاه تشخیص طبی 
                            
",دکتر رضا  سلمان یزدی,22237904-22237768,09121236260-09112439895,منطقه 1,"
                           قیطریه -انتهای خ حکمت غربی -نبش چ اسدی   پلاک: 153 طبقه 2 واحد 4
                        ",دارد,
"
                            پخش مواد غذایی 
                            
",امیر  رمضانی,77390806,,منطقه 4,"
                           سه راه تهرانپارس - انتهای خ دماوند - خ بابائیان -  کوچه صنعت   پلاک: 44 - داخل کارخانه آزمایش - انبار رمضانی  
                        ",,
"
                            مبلمان
                            
",علیرضا سورانی,66154553,09128794010,منطقه 18,"
                           اتوبان سعیدی، یافت آباد شرقی پاساژ کاسپین  پلاک: 18 
                        ",,
"
                            مرکز پخش اسپیکر -جاز-نمایندگی انحصاری اسپیکر جاز در ایرن-speaker JAZZ
                            
",وحید ملکوتی,66713675 - 66719538,,منطقه 12,"
                           جمهوری-تقاطع حافظ- پاساژ علا الدین طبقه 2  پلاک: 207 
                        ",دارد,دارد
"
                            لوازم و تجهیزات دام و طیور 
                            
",مجید  جعفری,66946898,,منطقه 6,"
                           خ آزادی ، خ توحید   پلاک: 9 
                        ",,
"
                            لوازم گازسوز
                            
",براتی,55411092,,منطقه 11,"
                           بزرگراه نواب، خ محبوب مجاز شرقی  پلاک: 173 
                        ",,
"
                            دفتر تبلیغات و دکوراسیون - اجرای انواع تابلو و نمای کامپوزیت -طراحی و ساخت انواع تابلو LED ثابت و روان - تلویزیون شهری - اجرای انواع تابلو لیزری و راهنمای طبقاتی - اجرای انواع تابلو بنر و فلکسی فیس
                            
",اصغر  حسینی,76341988,09191192488,حومه تهران,"
                           دماوند - بلوار شهید بهشتی - روبروی هلال احمر جیلارد  
                        ",,دارد
"
                            لوازم گازسوز
                            
",سیدحمزه مطهری,33131219,09124496004,منطقه 12,"
                           مولوی، خیابان صاحب جمع  پلاک: 21 
                        ",,
"
                            مرکز خرید و فروش کلیه ادوات موسیقی ، کلاسیک ، سنتی و...
                            
",امید فروغی,33955646-33940667,,منطقه 12,"
                           مصطفی خمینی، نرسیده به م بهارستان، نبش خ کمال الملک   پلاک: 40 
                        ",دارد,
"
                            سازنده انواع درب و پنجره UPVC، آلومینیوم، ترک آکرول، ویستا بست، وین تک، تعویض پنجره قدیمی بدون تخریب
                            
",فراهم پاکپور,22079163,09122711623,منطقه 2,"
                           فرحزاد، نبش چهارراه یادگار امام، جنب نانوایی تافتون  پلاک: 238 
                        ",,
"
                            نصب و طراحی انواع آسانسور فروش کلیه قطعات آسانسور 
                            
",یونس  گودرزی,-,09120229138 _09121547930,منطقه 4,"
                           رسالت، استاد حسن بنا  کوچه احداثی  پلاک: 12 طبقه 2 واحد 2
                        ",دارد,دارد
"
                            عینک طبی و آفتابی

",محمد  حاج عباسی,66755108-66732522,09121020527,منطقه 12,"
                           خ جمهوری ، بعد از پل حافظ، ک شاهرخ، جنب هتل پرستو  پلاک: 1+12 
                        ",,دارد
"
                            عرضه کننده لوازم نفت سوز و گاز سوز 
                            
",عباس صمدی,55633588,,منطقه 12,"
                           بازار بزرگ- اول تیمچه جاجب الدواله - سرپوشیده  پلاک: 1 
                        ",,
"
                            خدمات کامپیوتر و شبکه در محل 
                            
",حمید  پارسی,88750242,09122131752,منطقه 7,"
                           میدان شهید قندی -   پلاک: 3 طبقه 4 واحد 43
                        ",,
"
                            بورس انواع جوراب، لباس زیر، کلاه فصل، ساپورت
                            
",مسعود استاد حسین,33325224,09123475261,منطقه 14,"
                           پیروزی - م شکوفه - خ ابن سینا   پلاک: 65 
                        ",,
"
                            خرید و فروش تلفن همراه
                            
",مجتبی جاویدی,55070650,09196060902,منطقه 16,"
                           نازی آباد، خ پارس، بعد از بدلی گیوی  پلاک: 64 
                        ",,
"
                            پخش کاغذ و مقوا
                            
",علی اصغر پاداش بان,33118284-33903162,,منطقه 12,"
                           سعدی شمالی  کوچه بیمه  پلاک: 3 
                        ",,
"
                            عرضه کلیه محصولات بهداشتی ساختمانی (کاشی، سرامیک، چینی بهداشتی، شیرآلات)
                            
",هادی آینه دار,33515868,09123860064,منطقه 12,"
                           خ ری، خ ادیب الممالک  پلاک: 17 
                        ",,دارد
"
                            دفتر ازدواج
                            
",ناصر محمدی,44051099-09124939711,,منطقه 5,"
                           فلکه دوم صادقیه - آیت اله کاشانی - پشت بیمارستان ابن سینا  پاساژ سبحان طبقه اول  پلاک: 18-واحد5 
                        ",,
"
                            تولیدکننده انواع فیلترهای روغن و هوا، سبک، سنگین و نیمه سنگین، ماشین آلات صنعتی و کشاورزی و راه سازی، ریلی، کشتیرانی و معدن و فیلترهای سفارشی
                            
",شاهین وفایی,44515235,,منطقه 21,"
                           تهرانسر، بلوار گلها، پلاک 31 
                        ",,
"
                            عرضه کننده بهترین اسانسها ورنگ خوراکی 
                            
",بهروز  جاوید,55606734,,منطقه 12,"
                           15خرداد بازار نوروزخان  پاساژ فاطمیه  طبقه اول   پلاک: 17 
                        ",,
"
                            تعمیر انواع دوربین عکاسی و فیلمبرداری
                            
",امیر نوری,66704453,,منطقه 12,"
                           جمهوری، ساختمان آلومینیوم طبقه 3 واحد318 
                        ",,
"
                            مبلمان اداری
                            
",حامد شاهی,66978366,09128982962,منطقه 12,"
                           خ حافظ، نرسیده به چهارراه کالج کوچه البرز 1  پلاک: 2 واحد 2
                        ",,
"
                            تالار پذیرایی
                            
",محمد محمدی,55700645,,منطقه 10,"
                           قزوین - بین سه راه آذری و دوراهی قپان - نبش خ شهید حسینی  پلاک: 11 
                        ",,
"
                            ارائه دهنده کلیه خدمات مجالس ونورپردازی و صدابرداری دیجیتالموزیک زنده و DJ و خریدوفروش Pioneer 
                            
",مسعود  آسیابی,44247873-09126966612-44240876,,منطقه 2,"
                           ستارخان- بعداز فلکه اول صادقیه -نرسیده به چ خسرو  پاساژ گلستان  طبقه زیرهمکف  پلاک: 18 
                        ",,
"
                            نان فانتزی، انواع نانهای باگت، فرانسوی، ساندویچی، نان رژیمی، پیراشکی، تخته ای، رولت و..
                            
",مقصود جوادزاده,33882869,09124882959,منطقه 15,"
                           کیانشهر، خ ابراهیمی، خ خواجو کرمانی، روبروی ورودی 3  پلاک: 38 
                        ",,
"
                            نمایندگی فروش اتصالات پلی اتیلن و تهیه و توزیع انواع اتصالات لوله های پلی اتیلن شامل اتصالات پیچی و اتصالات جوشی فشار قوی و لوازم آبرسانی و آبیاری قطره ای و بارانی - اتصالات شامل رابط - اتصال نر - اتصال ماده - زانو - سه راهی - کمربند - رابط تبدیلی - مغزی - درپوش - سه راه تبدیل - فلانج جوشی - زانو جوشی - سه راه جوشی - گپ - سر شلنگی - رابط 16 - شیر 16 - نوار تیپ - دریپر - قطره چکان - بست انتهایی - بست ابتدایی - آبپاش - هانتر - شیر خودکار - کلیه شیر خودکار 
                            
",احمد حقیقت کلام,(فروشگاه کاوه گستر: 66671650-66671633-09121390862) (فروشگاه هادی صنعت: 09120250135),09121390862,منطقه 18,"
                           فروشگاه کاوه گستر (حقیقت کلام) : بازار آهن شادآباد - بلوار طاووس اول غربی مجتمع طاووس پ 40 شعبه2: بازارآهن شادآباد - مجتمع 17 شهریور - بلوک B/ الف  کوچه -اول غربی پاساژ -طاووس  پلاک: 40- 
                        ",دارد,دارد
"
                            فروش و تعمیرات کلیه لوازم خانگی -جاروبرقی -مایکروویو-غذاساز-سشوار-چرخ گوشت -آبگرمکن گازی -اجاق گاز -بخاری و ...
                            
",مسعود  آفاق,66036921-66047056,09194350259,منطقه 2,"
                           آزادی، ابتدای بهبودی  پلاک: 9 
                        ",,
"
                            عرضه کننده لوازم لوکس اتومبیل
                            
",علیرضا رزم آرا,33905719-33112752-33118946,09124922219,منطقه 12,"
                           خیابان ملت، نرسیده به سه راه اکباتان پاساژ قبائیان طبقه همکف  پلاک: 2 
                        ",,
"
                            نماینده انحصاری های گلاس اس تی لای ترکیه در ایران
                            
",حسن خسروشاهی,(33286044 - 33286045) - (تلفن دفتر تبریز: 2442138-0413),(خسروشاهی: 09128340830) - (طهماسبی: 09126007166),حومه تهران,"
                           شهرک صنعتی خاوران، سایت چوب فروشان، خ نارون، پ 7128 دفتر تبریز:بعد از پلیس راه تبریز 
                        ",دارد,
"
                            طراحی و اجرای پوشش سقف های شیب دار ویلا، آلاچیق، سردرب، پیشانی، خرپا، نما و لمبه فروش انواع ورق گالوانیزه رنگی فولاد مبارکه کرکره ذوذنقه طرح سفال عرشه فولادی پشم شیشه توری کارتن پلاست فوم خمکاری نما لمبه ابرو فلاشینگ
                            
",محمود اکبرنژاد,55449275,09121260094,منطقه 20,"
                           اتوبان آزادگان، پل شهید صنیع خانی، بازار آهن مکان، فاز 6 مرکزی  پلاک: 1576 
                        ",,
"
                            تولید و پخش کلیه لوازم و البسه یکبار مصرف دندانپزشکی، تولید پک استریل جراحی یکبار مصرف دندانپزشکی، نمایندگی فروش روپوش پزشکیMONOTIP ترکیه
                            
",پریسا محقق فر,66910634,09124111149,منطقه 11,"
                           خ آزادی، نبش اسکندری شمالی، بازار آزادی طبقه اول، شماره 44 
                        ",,
"
                            آکواریوم 
                            
",مجید توکلی,44473322,09124332290,منطقه 5,"
                           پونک، سردار جنگل، بالاتر از چهارراه گلستان  پلاک: 81 
                        ",,
"
                            لوازم خانگی (نمایندگی سامسونگ، پاکشوما، آبسال، هیمالیا و یخساران)
                            
",مجید چراغی,76241144-76241155-76314664-76343454,,حومه تهران,"
                           دماوند، گیلاوند، بلوار شهیدبهشتی، حدفاصل کوچه زنبق 5و6 ، آدرس2:پردیس، مجتمع کوه نور، طبقه سوم 
                        ",,
"
                            فروش انواع موتور آلات صنعتی، کشاورزی و موتور برق، دیزل ژنراتور و پمپ آب 
                            
",محمود تکلو,33993060-33993090 -33970853- 33916923- 33915487,09125041417,منطقه 12,"
                           سعدی جنوبی-روبروی ک مهران پاساژ رضاپور-  پلاک: 5 
                        ",دارد,دارد
"
                            نمایشگاه خودرو
                            
",بهرام  تماشا,33384252-33384767-09122962594,09121944643,منطقه 20,"
                           شهرری، خ شهید غیوری (جاده سوم)  پلاک: 441 
                        ",,
"
                            عرضه انواع سیگارهای ایرانی و خارجی، قلیان، ذغال، فندک و شارژ اعتباری
                            
",محمدرضا شیخ وند,66400416,09123400495-09903400035,منطقه 12,"
                           خیابان شیخ هادی، بالاتر از چهارراه جامعی  پلاک: 158 
                        ",,
"
                            ماشین سازی
                            
",عباس فروزنده,33342852-33332068,,منطقه 15,"
                           میدان شهدا، خ 17 شهریور، ایستگاه ناصری-پ 1367، آدرس کارخانه:خ تهران نو، نرسیده به خ ایران مهر، پ 129 
                        ",,
"
                            تهیه و توزیع تجهیزات اتوماسیون و برق صنعتیالکترو صنعت بابایی/دانیال باباییان  پیشگام در زمینه ی برق صنعتی ، اتوماسیون صنعتی ، الکترونیک صنعتی و تجهیزات برق صنعتی  قادر به ارایه امور ذیل می باشد قـطعات قـابـل عرضـه و نمایندگی های خـارجـی این شـرکت به شرح زیر می باشـد :  Schneider   :  در زمینه انواع چـراغ سیـگنال LED   و Push Button   و سـلـکتور سـوئـیـچ  و کلیـد ولـت ، کلـید آمـپر   Ziegler:  در زمینه انواع  لوازم اندازه گیری  تابلویی عقربه ای و دیجیتال DC)  (AC & ،  انواع شنت ،  ترانس جریان ، انواع  رله های حفاظتی ،  پاور آنالایزر  ،  ترانسدیوسر جریان  ،  ولتاژ  ،  فرکانس  ، کسینوس فی متر ،  توان اکتیو و  راکتیو  و ...  ترانسدیوسر قابل برنامه ریزی ،    مولتی متر دیجیتال  ، دسـتگاه تسـت عایقـی دیجـیتال (مـیگر)  .BEW   :  در زمینه انواع لوازم اندازه گیری تابلویی عقربه ای AC , DC  در سایز های 72 و 96 Anderson - REMA -  Proconect  :  در زمینه انواع سـوکتـهای لیفـتراک و سـوکـتهای جـریان  DC  و   سـوکت باطـری  و   سوکت یـو پـی اس Mean Well :   در زمینه انواع  مـنابع تغـذيه  AC/DC (Open Frame، Modular، Parallel ،  Din Rail،    PFC & Parallel، شارژر باطری ، آداپتور، منابع تغذيه پزشکی ) و انواع متنوع DC/AC Inverter ،  DC/DC Converter  C.P.I.G :   در زمینه انواع کنترل کننده های دما ( ترموستات ) ، تایمر و کانتر ، لوازم اندازه گیری دیجیتال تابلویی AC   و    DC ( ولت  متر  و آمپر متر دیجیتال  ، فرکانس متر دیجیتال ، مولتی متر تابلویی دیجیتال ، کنترل فاز در سایز های 48 ، 72  و 96  ) Gold Star - Faratab :  شارژر سوئیچینگ صنعتی اتوماتیک با ولتاژهای 12 ولت - 24 ولت  و 48 ولت  با   آمپر های مختلفOmega - Delta - Emersun - Toyo  :  در زمینه واریابل  و  اتو ترانس صنعتی تکفاز و سه فاز - استابلایزر صنعتی تکفاز  و سه فاز ( تثبیت کننده ولتاژ ) Frer   :  در زمینه انواع تجهیزات اندازه گیری آنالوگ و دیجیتال فرر (Analogue & Digital Meters)  ، رله های نشتی جریان فرر ایتالیا  و  رله های ارت لیکیج  (Earth leakage relay) ،  مولتی فانکشن میتر های قابل برنامه ریزی (Multifunction network analyzers) ، ترانسدیوسر فرر(Transdusers)   ، انرژی میتر (Electric Energy Meters): Finder در زمینه انواع رله های فیندر تک کنتاکت PLC - تک کنتاکت و دو کنتاکت ( پایه سوزنی و پایه ضخیم ) -  دو کنتاکت و سه کنتاکت متوسط  و بزرگ - رله  فیندر ضربه ای طرح مینیاتوری و تخت - چهار کنتاکت متوسط: Contrel در زمینه  انواع  رله های نشتی جریان  و  رله های ارت لیکیج  و  کور بالانس : Schutzinger در زمینه انواع فیش های نری و مادگی ، ترمینال خروجی ، سر پراب آزمایشگاهی ، گیره های سوسماری، سیم های رابط  و  قابل انعطاف  آموزشی  و آزمایشگاهی : OBO در زمینه  سیستم های حفاظت در برابر صاعقه ، انواع ارستر ها و وریستور ها (برقگیرها) ، ارستر های کلاس B - نوع I  ، ارسترهای کلاس C  - نوع II ، ارسترهای کلاس D - نوع III ، ارسترهای ترکیبی کلاس B+C - نوع I+II ، ارسترهای ترکیبی کلاس C+D - نوع II+III  ، ارسترکابلهای کواکسیال ، خطوط تلفن و شبکه دیتا RAAD   :  در زمینه انواع لوازم اندازه گیری عقربه ای تابلویی AC   و DC  ( آمپر متر ، ولت متر ، فرکانس متر ، ...) و  همچنین ترمینال های RTP   رعد  و  بست انتهایی و  جمپر ترمینال NG  :  دستگاه تست عایقی , های پات   High Pot  با ولتاژهای  15 کیلو ولت - 20 کیلو ولت - 40 کیلو ولت - 50 کیلو ولت - 80 کیلو ولت - 100 کیلو ولت و نشتی جریان بسیار حساس با دقت 5 میلی آمپر  :  Kyoritsu - HIOKIدر زمینه انواع  لوازم اندازه گیری  پرتابل و دستی ( مولتی متر ، کلمپ متر ، ارت سنج ، میگر  و ... )  : ETI - SIBA - Busman - Ferraz - West Code  در زمینه انواع فیوز - پایه فیوز - فیوز تیغه ای  و استوانه ای - فیوز قطع سریع و  فیوز سکسیونر  : IXYS - Semikron - Autonics - Celduc در زمینه انواع دیود - تریستور دیسکی - تریستور کابلی - خازن - دوبل دیود - پل دیود تکفاز و سه فاز - IGBT و ماسفت - ولوم تک دور  و  ده دور با سر ولوم - مقاومت - رئوستا  و  انواع فن و ...STEGO - Fandis   آلمان در زمینه انواع ترموستات تابلویی ریلی – ترموستات فن – ترموستات هیتر – هیگروستات – رطوبت سنجVolta MAX – Atlas - Leoch     تایوان  در زمینه  باطری سیلد اسید 6 ولت  و  باطری 12 ولت – یو پی اس  آنلاین سینوسی و شبه سینوسی , یو پی اس  لاین اینتر اکتیو  سینوسی  و  شبه سینوسی   

",دانیال بابائیان,36059492,09121354947,منطقه 12,"
                           لاله زار جنوبی  پاساژ جهان الکتریک طبقه 1  پلاک: 34 
                        ",,
"
                            دفتر ازدواج و طلاق
                            
",حاج محمد داود علی نیا کاشانی,55971622,,منطقه 20,"
                           شهرری - م شهرداری(هادی ساعی) - بالای بانک مسکن- مجتمع صدف - ورودی D طبقه 4-واحد22 
                        ",,
"
                            عکاسی
                            
",محمدرضا افضلی,55905865,09304657844,منطقه 20,"
                           میدان شهرری، ابتدای خ قم، بعد از مسجد الرضا، نبش کوچه کریمی  پلاک: 120 
                        ",,
"
                            ارائه فلزات در تمامی‌ اشکال از جمله:لاتون ، لاینر ، شیمز ، پلیت , رول ، شیت ، وایر , مفتول ، کلاف...*تمامی‌ برش‌ها فابریک بوده و توسط دستگاه‌های تمام اتوماتیک صورت گرفته۱. آلیاژ‌های مس:-مس خالص (نرم و فنری)-فسفر برنز (cusn4 , cusn6 , cusn8)-برنج (برنز) نرم و فنری-مس برلیم-مس آلومینیوم-مس نیکل آلیاژ‌های استیل:-استیل نرم (آنیل) (420, 430, 301, 304, 316)-استیل فنری (301, 302, 304, 316) ۳. آلیاژ‌های فولاد:-فولاد خام (ck45, ck67, ck75)-فولاد فنر (c55, c75, crv)
                            
",محمد احمدی‌,33112990-33112604,09125983831,منطقه 12,"
                           پامنار، نبش پاساژ فدک  پلاک: 365 
                        ",دارد,دارد
"
                            نقاشی
                            
",داداشی,88893720,,منطقه 6,"
                           ولیعصر بالاتراز م ولیعصر   پلاک: 1774 
                        ",,
"
                            خمکاری و برشکاری
                            
",هادی میرزایی و نادر خان محمدی,-,09127678946-09361168280,منطقه 18,"
                           بازارآهن شادآباد، مجتمع کوثر، بهاران2، بلوک 42، پلاک 358 
                        ",,
"
                            مشاوره و صدور انواع بیمه نامه
                            
",محمدرضا مرتضایی,33309831-55817811,09125372712,منطقه 12,"
                           مولوی، روبروی بیمارستان اکبرآبادی(مادر)، پاساژ صدف، ط اول، واحد206، خ کرمان، جنب بانک ایران زمین، پ 11 
                        ",,
"
                            سفارش وکیوم-ترموپک-شیرینگ-طلق های PVCوPS-پاکت پلی امید ومتالایزو وفویل بصورت زیپدار وکاست دار وفروش دستگاه های بسته بندی 
                            
",مهرداد مقدم,55574226-55803651- 55153510,,منطقه 12,"
                           15 خرداد شرقی -پله نوروزخان  کوچه سلطان العلما  پلاک: 62/1 
                        ",,
